index,movieId,title,genres,avg_rating
43,46,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3.9753694581280787
44,47,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,3.1470588235294117
45,48,When Night Is Falling (1995),Drama|Romance,3.0
46,49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.237745098039215
47,51,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.4642857142857144
48,52,Lamerica (1994),Adventure|Drama,5.0
49,53,"Big Green, The (1995)",Children|Comedy,2.3333333333333335
50,54,Georgia (1995),Drama,4.0
51,56,Home for the Holidays (1995),Drama,3.0625
52,57,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.027027027027027
53,59,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.235294117647059
54,60,Eye for an Eye (1996),Drama|Thriller,3.75
55,61,Mr. Holland's Opus (1995),Drama,3.70625
56,62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2.7142857142857144
57,63,Two if by Sea (1996),Comedy|Romance,2.2
58,64,Bio-Dome (1996),Comedy,2.532258064516129
59,65,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2.5
60,67,French Twist (Gazon maudit) (1995),Comedy|Romance,3.4
61,68,Friday (1995),Comedy,3.775
62,69,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.5090909090909093
63,70,Fair Game (1995),Action,1.7
64,71,Kicking and Screaming (1995),Comedy|Drama,3.2142857142857144
65,72,"Misérables, Les (1995)",Drama|War,3.4615384615384617
66,73,Bed of Roses (1996),Drama|Romance,4.0
67,74,Big Bully (1996),Comedy|Drama,2.2
68,75,Screamers (1995),Action|Sci-Fi|Thriller,3.4
69,76,Nico Icon (1995),Documentary,4.0
70,77,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.3333333333333335
71,78,"Juror, The (1996)",Drama|Thriller,2.764705882352941
72,79,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,4.0
73,80,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.107142857142857
74,81,Antonia's Line (Antonia) (1995),Comedy|Drama,3.875
75,82,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.0
76,84,Angels and Insects (1995),Drama|Romance,3.857142857142857
77,85,White Squall (1996),Action|Adventure|Drama,3.966666666666667
78,86,Dunston Checks In (1996),Children|Comedy,2.5
79,87,Black Sheep (1996),Comedy,3.15625
80,88,Nick of Time (1995),Action|Thriller,3.25
81,91,Mary Reilly (1996),Drama|Horror|Thriller,2.625
82,92,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.8333333333333335
83,93,Beautiful Girls (1996),Comedy|Drama|Romance,3.95
84,94,Broken Arrow (1996),Action|Adventure|Thriller,3.0238095238095237
85,95,In the Bleak Midwinter (1995),Comedy|Drama,3.5
86,96,"Hate (Haine, La) (1995)",Crime|Drama,3.9
87,98,Heidi Fleiss: Hollywood Madam (1995),Documentary,5.0
88,99,City Hall (1996),Drama|Thriller,2.7857142857142856
89,100,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.782608695652174
90,101,Mr. Wrong (1996),Comedy,2.4
91,102,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.0
92,103,Happy Gilmore (1996),Comedy,3.4393939393939394
93,104,"Bridges of Madison County, The (1995)",Drama|Romance,3.282608695652174
94,105,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4.0
95,106,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.326923076923077
96,107,Catwalk (1996),Documentary,4.0
97,109,Braveheart (1995),Action|Drama|War,4.031645569620253
98,110,Taxi Driver (1976),Crime|Drama|Thriller,4.105769230769231
99,111,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5434782608695654
100,112,Before and After (1996),Drama|Mystery,3.3333333333333335
101,115,Anne Frank Remembered (1995),Documentary,3.9
102,116,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.0
103,117,If Lucy Fell (1996),Comedy|Romance,2.5
104,118,"Steal Big, Steal Little (1995)",Comedy,3.0
105,120,"Boys of St. Vincent, The (1992)",Drama,4.0
106,121,Boomerang (1992),Comedy|Romance,2.65625
107,122,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.375
108,124,Flirting With Disaster (1996),Comedy,3.5833333333333335
109,125,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.0
110,127,Jupiter's Wife (1994),Documentary,3.0
111,128,Pie in the Sky (1996),Comedy|Romance,2.0
112,131,Jade (1995),Thriller,2.8333333333333335
113,134,Down Periscope (1996),Comedy,2.9516129032258065
114,136,Man of the Year (1995),Documentary,3.0
115,139,Up Close and Personal (1996),Drama|Romance,3.5
116,140,"Birdcage, The (1996)",Comedy,3.494186046511628
117,143,"Brothers McMullen, The (1995)",Comedy,3.3333333333333335
118,144,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2450980392156863
119,145,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.3333333333333335
120,146,"Basketball Diaries, The (1995)",Drama,3.466666666666667
121,147,"Awfully Big Adventure, An (1995)",Drama,5.0
122,148,Amateur (1994),Crime|Drama|Thriller,2.0
123,149,Apollo 13 (1995),Adventure|Drama|IMAX,3.845771144278607
124,150,Rob Roy (1995),Action|Drama|Romance|War,3.5454545454545454
125,151,"Addiction, The (1995)",Drama|Horror,1.5
126,152,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9160583941605838
127,153,Beauty of the Day (Belle de jour) (1967),Drama,3.875
128,154,Beyond Rangoon (1995),Adventure|Drama|War,2.4166666666666665
129,155,Blue in the Face (1995),Comedy|Drama,3.3333333333333335
130,156,Canadian Bacon (1995),Comedy|War,2.8636363636363638
131,157,Casper (1995),Adventure|Children,2.806451612903226
132,158,Clockers (1995),Crime|Drama|Mystery,2.892857142857143
133,159,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8771929824561404
134,160,Crimson Tide (1995),Drama|Thriller|War,3.6359223300970873
135,161,Crumb (1994),Documentary,4.205882352941177
136,162,Desperado (1995),Action|Romance|Western,3.5606060606060606
137,163,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.3214285714285716
138,164,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5555555555555554
139,165,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.8333333333333335
140,167,First Knight (1995),Action|Drama|Romance,3.0833333333333335
141,168,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.4
142,169,Hackers (1995),Action|Adventure|Crime|Thriller,3.2285714285714286
143,170,Jeffrey (1995),Comedy|Drama,3.8333333333333335
144,171,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792452830188678
145,172,Judge Dredd (1995),Action|Crime|Sci-Fi,2.6693548387096775
146,173,Jury Duty (1995),Comedy,2.7
147,174,Kids (1995),Drama,3.975
148,175,Living in Oblivion (1995),Comedy,4.3076923076923075
149,176,Lord of Illusions (1995),Horror,2.75
150,177,Love & Human Remains (1993),Comedy|Drama,1.0
151,178,Mad Love (1995),Drama|Romance,1.5
152,179,Mallrats (1995),Comedy|Romance,3.4027777777777777
153,180,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.264705882352941
154,182,Mute Witness (1994),Comedy|Horror|Thriller,3.5
155,183,Nadja (1994),Drama,3.5
156,184,"Net, The (1995)",Action|Crime|Thriller,3.0401785714285716
157,185,Nine Months (1995),Comedy|Romance,2.8229166666666665
158,186,Party Girl (1995),Comedy,4.125
159,187,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.4583333333333335
160,188,Reckless (1995),Comedy|Fantasy,3.0
161,189,Safe (1995),Thriller,2.8
162,190,"Scarlet Letter, The (1995)",Drama|Romance,2.4166666666666665
163,192,Showgirls (1995),Drama,2.4714285714285715
164,193,Smoke (1995),Comedy|Drama,3.6666666666666665
165,194,Something to Talk About (1995),Comedy|Drama|Romance,3.1
166,195,Species (1995),Horror|Sci-Fi,2.6666666666666665
167,197,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
168,198,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,4.125
169,200,Three Wishes (1995),Drama|Fantasy,3.0
170,201,Total Eclipse (1995),Drama|Romance,3.0
171,202,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.4318181818181817
172,203,Under Siege 2: Dark Territory (1995),Action,2.716666666666667
173,204,Unstrung Heroes (1995),Comedy|Drama,3.1666666666666665
174,205,Unzipped (1995),Documentary,3.0
175,206,"Walk in the Clouds, A (1995)",Drama|Romance,3.4285714285714284
176,207,Waterworld (1995),Action|Adventure|Sci-Fi,2.9130434782608696
177,208,White Man's Burden (1995),Drama,3.1666666666666665
178,209,Wild Bill (1995),Western,3.0
179,210,"Browning Version, The (1994)",Drama,3.5
180,211,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3.0
181,212,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.8333333333333335
182,213,Before the Rain (Pred dozhdot) (1994),Drama|War,4.0
183,214,Before Sunrise (1995),Drama|Romance,4.041666666666667
184,215,Billy Madison (1995),Comedy,3.326530612244898
185,216,"Babysitter, The (1995)",Drama|Thriller,2.3333333333333335
186,217,Boys on the Side (1995),Comedy|Drama,3.4285714285714284
187,218,"Cure, The (1995)",Drama,3.0
188,219,Castle Freak (1995),Horror,3.0
189,221,Circle of Friends (1995),Drama|Romance,3.75
190,222,Clerks (1994),Comedy,3.855769230769231
191,223,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125
192,224,Disclosure (1994),Drama|Thriller,3.5384615384615383
193,226,Drop Zone (1994),Action|Thriller,2.8636363636363638
194,227,Destiny Turns on the Radio (1995),Comedy,2.3333333333333335
195,228,Death and the Maiden (1994),Drama|Thriller,3.4285714285714284
196,229,Dolores Claiborne (1995),Drama|Thriller,3.3958333333333335
197,230,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0601503759398496
198,231,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.892857142857143
199,232,Exotica (1994),Drama,3.5
200,233,Exit to Eden (1994),Comedy,2.588235294117647
201,234,Ed Wood (1994),Comedy|Drama,3.6785714285714284
202,235,French Kiss (1995),Action|Comedy|Romance,3.477777777777778
203,236,Forget Paris (1995),Comedy|Romance,3.340909090909091
204,237,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,4.0
205,238,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0
206,239,Hideaway (1995),Thriller,2.375
207,240,Fluke (1995),Children|Drama,4.0
208,241,Farinelli: il castrato (1994),Drama|Musical,3.6
209,242,Gordy (1995),Children|Comedy|Fantasy,3.0
210,245,Hoop Dreams (1994),Documentary,4.293103448275862
211,246,Heavenly Creatures (1994),Crime|Drama,3.9285714285714284
212,247,Houseguest (1994),Comedy,3.176470588235294
213,248,Immortal Beloved (1994),Drama|Romance,3.7222222222222223
214,249,Heavyweights (Heavy Weights) (1995),Children|Comedy,2.5
215,250,"Hunted, The (1995)",Action,3.0
216,251,I.Q. (1994),Comedy|Romance,3.453488372093023
217,252,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.458715596330275
218,253,Jefferson in Paris (1995),Drama,3.0
219,254,"Jerky Boys, The (1995)",Comedy,2.0714285714285716
220,255,Junior (1994),Comedy|Sci-Fi,2.8285714285714287
221,256,Just Cause (1995),Mystery|Thriller,3.5
222,257,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6
223,258,Kiss of Death (1995),Crime|Drama|Thriller,3.2
224,259,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.231075697211155
225,260,Little Women (1994),Drama,3.880952380952381
226,261,"Little Princess, A (1995)",Children|Drama,3.9047619047619047
227,262,Ladybird Ladybird (1994),Drama,4.0
228,264,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9393939393939394
229,265,Legends of the Fall (1994),Drama|Romance|War|Western,3.3970588235294117
230,266,Major Payne (1995),Comedy,2.9411764705882355
231,268,My Crazy Life (Mi vida loca) (1993),Drama,3.0
232,269,Love Affair (1994),Drama|Romance,3.4
233,270,Losing Isaiah (1995),Drama,3.5
234,271,"Madness of King George, The (1994)",Comedy|Drama,3.7580645161290325
235,272,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2.9464285714285716
236,273,Man of the House (1995),Comedy,2.9285714285714284
237,274,Mixed Nuts (1994),Comedy,2.0
238,275,Milk Money (1994),Comedy|Romance,3.25
239,276,Miracle on 34th Street (1994),Drama,3.223684210526316
240,277,Miami Rhapsody (1995),Comedy,1.5
241,278,My Family (1995),Drama,3.0
242,279,Murder in the First (1995),Drama|Thriller,4.076923076923077
243,280,Nobody's Fool (1994),Comedy|Drama|Romance,3.7857142857142856
244,281,Nell (1994),Drama,3.3375
245,282,New Jersey Drive (1995),Crime|Drama,3.6666666666666665
246,283,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,4.5
247,284,Beyond Bedlam (1993),Drama|Horror,4.0
248,286,Nina Takes a Lover (1994),Comedy|Romance,3.0
249,287,Natural Born Killers (1994),Action|Crime|Thriller,3.233695652173913
250,288,Only You (1994),Comedy|Romance,3.5625
251,289,Once Were Warriors (1994),Crime|Drama,4.035714285714286
252,290,Poison Ivy II (1996),Drama|Thriller,2.3333333333333335
253,291,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4257425742574257
254,292,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.018796992481203
255,293,"Perez Family, The (1995)",Comedy|Romance,3.0
256,294,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,3.0
257,295,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.197068403908795
258,297,Pushing Hands (Tui shou) (1992),Drama,2.0
259,298,Priest (1994),Drama,4.0
260,299,Quiz Show (1994),Drama,3.5185185185185186
261,300,Picture Bride (Bijo photo) (1994),Drama|Romance,4.0
262,301,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.2
263,302,"Quick and the Dead, The (1995)",Action|Thriller|Western,2.953125
264,303,Roommates (1995),Comedy|Drama,3.6666666666666665
265,304,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.8333333333333335
266,305,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.21875
267,306,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.8958333333333335
268,307,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,4.025
269,309,Rent-a-Kid (1995),Comedy,3.0
270,310,Relative Fear (1994),Horror|Thriller,3.0
271,311,Stuart Saves His Family (1995),Comedy,1.4444444444444444
272,312,"Swan Princess, The (1994)",Animation|Children,3.3333333333333335
273,313,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.75
274,314,"Specialist, The (1994)",Action|Drama|Thriller,3.0789473684210527
275,315,Stargate (1994),Action|Adventure|Sci-Fi,3.375
276,316,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.2037037037037037
277,317,"Shawshank Redemption, The (1994)",Crime|Drama,4.429022082018927
278,318,Shallow Grave (1994),Comedy|Drama|Thriller,3.6
279,319,Suture (1993),Film-Noir|Thriller,3.0
280,320,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,4.0
281,321,Swimming with Sharks (1995),Comedy|Drama,3.55
282,323,"Sum of Us, The (1994)",Comedy|Drama,4.0
283,324,National Lampoon's Senior Trip (1995),Comedy,2.5
284,325,To Live (Huozhe) (1994),Drama,4.0
285,326,Tank Girl (1995),Action|Comedy|Sci-Fi,2.823529411764706
286,327,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.15
287,328,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3935185185185186
288,329,Tales from the Hood (1995),Action|Crime|Horror,3.0
289,330,Tom & Viv (1994),Drama,3.0
290,331,Village of the Damned (1995),Horror|Sci-Fi,2.8333333333333335
291,332,Tommy Boy (1995),Comedy,3.78
292,333,Vanya on 42nd Street (1994),Drama,4.2
293,334,Underneath (1995),Mystery|Thriller,3.5
294,335,"Walking Dead, The (1995)",Drama|War,3.0
295,336,What's Eating Gilbert Grape (1993),Drama,3.7662337662337664
296,337,Virtuosity (1995),Action|Sci-Fi|Thriller,2.8421052631578947
297,338,While You Were Sleeping (1995),Comedy|Romance,3.4693877551020407
298,339,"War, The (1994)",Adventure|Drama|War,3.4
299,340,Double Happiness (1994),Drama,4.0
300,341,Muriel's Wedding (1994),Comedy,3.272727272727273
301,342,"Baby-Sitters Club, The (1995)",Children,2.9
302,343,Ace Ventura: Pet Detective (1994),Comedy,3.040372670807453
303,344,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5972222222222223
304,345,Backbeat (1993),Drama|Musical,3.5
305,346,Bitter Moon (1992),Drama|Film-Noir|Romance,3.5
306,347,Bullets Over Broadway (1994),Comedy,3.5833333333333335
307,348,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6045454545454545
308,349,"Client, The (1994)",Drama|Mystery|Thriller,3.3859649122807016
309,350,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.176470588235294
310,351,Crooklyn (1994),Comedy|Drama,2.5
311,352,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.609375
312,353,Cobb (1994),Drama,3.3333333333333335
313,354,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.357142857142857
314,355,Forrest Gump (1994),Comedy|Drama|Romance|War,4.164133738601824
315,356,Four Weddings and a Funeral (1994),Comedy|Romance,3.5194174757281553
316,357,Higher Learning (1995),Drama,2.6666666666666665
317,358,I Like It Like That (1994),Comedy|Drama|Romance,3.0
318,359,I Love Trouble (1994),Action|Comedy,2.6875
319,360,It Could Happen to You (1994),Comedy|Drama|Romance,3.0588235294117645
320,361,"Jungle Book, The (1994)",Adventure|Children|Romance,3.5294117647058822
321,362,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.0
322,363,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.941860465116279
323,364,Little Buddha (1993),Drama,3.25
324,365,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2.9166666666666665
325,366,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.1847133757961785
326,367,Maverick (1994),Adventure|Comedy|Western,3.5
327,368,Mrs. Parker and the Vicious Circle (1994),Drama,4.0
328,369,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.060344827586207
329,370,"Paper, The (1994)",Comedy|Drama,3.3095238095238093
330,371,Reality Bites (1994),Comedy|Drama|Romance,2.761904761904762
331,372,Red Rock West (1992),Thriller,3.6363636363636362
332,373,Richie Rich (1994),Children|Comedy,2.2
333,375,"River Wild, The (1994)",Action|Thriller,3.25
334,376,Speed (1994),Action|Romance|Thriller,3.5292397660818713
335,377,Speechless (1994),Comedy|Romance,2.7857142857142856
336,378,Timecop (1994),Action|Sci-Fi|Thriller,2.5
337,379,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.497191011235955
338,380,When a Man Loves a Woman (1994),Drama|Romance,3.8181818181818183
339,381,Wolf (1994),Drama|Horror|Romance|Thriller,3.15625
340,382,Wyatt Earp (1994),Western,3.0952380952380953
341,383,Bad Company (1995),Action|Crime|Drama,3.25
342,384,"Man of No Importance, A (1994)",Drama,4.0
343,385,S.F.W. (1994),Drama,3.0
344,386,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.375
345,387,Boys Life (1995),Drama,3.0
346,388,"Colonel Chabert, Le (1994)",Drama|Romance|War,4.5
347,389,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.7
348,390,Jason's Lyric (1994),Crime|Drama,4.5
349,392,Street Fighter (1994),Action|Adventure|Fantasy,2.5
350,404,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,2.4166666666666665
351,405,Federal Hill (1994),Drama,3.0
352,406,In the Mouth of Madness (1995),Horror|Thriller,3.4375
353,407,8 Seconds (1994),Drama,3.0
354,408,Above the Rim (1994),Crime|Drama,2.0
355,409,Addams Family Values (1993),Children|Comedy|Fantasy,3.1011904761904763
356,411,"Age of Innocence, The (1993)",Drama,3.5
357,412,Airheads (1994),Comedy,2.7884615384615383
358,413,"Air Up There, The (1994)",Comedy,2.3333333333333335
359,414,Another Stakeout (1993),Comedy|Thriller,2.53125
360,415,Bad Girls (1994),Western,2.5
361,416,Barcelona (1994),Comedy|Romance,3.6923076923076925
362,417,Being Human (1993),Drama,3.0
363,418,"Beverly Hillbillies, The (1993)",Comedy,2.675
364,419,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.7203389830508473
365,420,Black Beauty (1994),Adventure|Children|Drama,3.2083333333333335
366,421,Blink (1994),Thriller,3.2
367,422,Blown Away (1994),Action|Thriller,2.85
368,423,Blue Chips (1994),Drama,1.8333333333333333
369,424,Blue Sky (1994),Drama|Romance,3.75
370,425,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.142857142857143
371,426,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2.5416666666666665
372,427,"Bronx Tale, A (1993)",Drama,3.7222222222222223
373,428,Cabin Boy (1994),Comedy,2.0
374,429,Calendar Girl (1993),Comedy|Drama,3.75
375,430,Carlito's Way (1993),Crime|Drama,3.738095238095238
376,431,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.6454545454545455
377,432,Clean Slate (1994),Comedy,2.75
378,433,Cliffhanger (1993),Action|Adventure|Thriller,3.0346534653465347
379,434,Coneheads (1993),Comedy|Sci-Fi,2.4206349206349205
380,435,Color of Night (1994),Drama|Thriller,2.5714285714285716
381,436,Cops and Robbersons (1994),Comedy,2.1666666666666665
382,437,"Cowboy Way, The (1994)",Action|Comedy|Drama,2.7142857142857144
383,439,Dave (1993),Comedy|Romance,3.5460526315789473
384,440,Dazed and Confused (1993),Comedy,3.9285714285714284
385,441,Demolition Man (1993),Action|Adventure|Sci-Fi,3.0925925925925926
386,443,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.3333333333333335
387,444,Fatal Instinct (1993),Comedy,3.0
388,445,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,3.8333333333333335
389,447,Fearless (1993),Drama,3.625
390,448,Fear of a Black Hat (1994),Comedy,1.0
391,449,With Honors (1994),Comedy|Drama,3.0
392,450,Flesh and Bone (1993),Drama|Mystery|Romance,4.0
393,451,Widows' Peak (1994),Drama,3.0
394,452,For Love or Money (1993),Comedy|Romance,2.8
395,453,"Firm, The (1993)",Drama|Thriller,3.5346534653465347
396,454,Free Willy (1993),Adventure|Children|Drama,2.391891891891892
397,455,Fresh (1994),Crime|Drama|Thriller,3.75
398,456,"Fugitive, The (1993)",Thriller,3.9921052631578946
399,457,Geronimo: An American Legend (1993),Drama|Western,2.8
400,458,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2.25
401,459,Getting Even with Dad (1994),Comedy,2.6666666666666665
402,460,Go Fish (1994),Drama|Romance,2.75
403,463,Hard Target (1993),Action|Adventure|Crime|Thriller,2.9
404,465,Hot Shots! Part Deux (1993),Action|Comedy|War,2.8666666666666667
405,466,Live Nude Girls (1995),Comedy,5.0
406,467,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,3.2045454545454546
407,468,"House of the Spirits, The (1993)",Drama|Romance,3.4
408,469,House Party 3 (1994),Comedy,1.0
409,470,"Hudsucker Proxy, The (1994)",Comedy,3.55
410,471,I'll Do Anything (1994),Comedy|Drama,2.5833333333333335
411,472,In the Army Now (1994),Comedy|War,1.8571428571428572
412,473,In the Line of Fire (1993),Action|Thriller,3.692857142857143
413,474,In the Name of the Father (1993),Drama,4.3
414,475,"Inkwell, The (1994)",Comedy|Drama,1.0
415,476,What's Love Got to Do with It? (1993),Drama|Musical,3.3823529411764706
416,477,Jimmy Hollywood (1994),Comedy|Crime|Drama,2.5
417,478,Judgment Night (1993),Action|Crime|Thriller,2.25
418,479,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.75
419,480,Kalifornia (1993),Drama|Thriller,3.1578947368421053
420,481,Killing Zoe (1994),Crime|Drama|Thriller,3.625
421,483,Lassie (1994),Adventure|Children,3.0
422,484,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,2.9339622641509435
423,485,Life with Mikey (1993),Comedy,3.0
